           W735       0.199905        1097.52      0.0180989              0        1271.27        6232.19
           W734       0.258051        1097.57      0.0175868              0         1104.4        5414.15
           W728       0.127358        1097.53      0.0254651              0        2211.12        10839.6
           W725        0.16415        1097.28     0.00821241              0         1394.2        6834.86
           W724       0.164546        1097.17      0.0187945              0        1711.36        8389.69
           W722       0.158156        1096.89      0.0116824              0        2076.73        10180.8
           W718       0.151846        1096.14      0.0324888              0        2073.71          10166
           W716       0.171632        1095.66       0.024282              0        2285.59        11354.8
           W714       0.139612        1095.45      0.0364858              0         2648.7        13158.8
           W709       0.143963        1096.59      0.0211776              0        2066.03        10128.4
           W702       0.153875        1097.52      0.0148624              0        1790.75        8778.88
           W699        0.17796        1097.66              0              0        1200.37        5884.61
           W697        0.37134        1097.68              0              0        637.678        3126.11
           W830       0.160324        1097.23      0.0180448              0        1746.23         8560.6
           W695        0.18323        1097.63              0              0        2000.86        9808.86
           W692       0.169723        1097.44      0.0153993              0        2029.92        9951.33
           G848       0.500573        1090.99      0.0927002              0        1053.96        5236.07
           W691       0.177019        1097.34      0.0158096              0        1857.26        9104.89
           G861       0.280547        1091.86     -0.0102529              0        2861.58        14216.4
           W687       0.147647        1096.79      0.0105808              0        1413.37         6928.8
           W506       0.167114        1096.44      0.0107448              0        2524.15        12374.2
           W683       0.152957        1095.97      0.0304627              0        2130.62        10584.9
           W675       0.154214        1096.64     0.00837432              0        2264.26        11100.2
           W672       0.204669        1097.14      0.0165053              0         842.67        4131.05
           W173       0.175339        1094.98      0.0274544              0        1828.93        9086.15
           W670       0.210536        1097.38      0.0132488              0        1463.94         7176.7
           W720       0.166759        1096.54      0.0186045              0        1035.23        5075.02
           W669       0.212228        1097.48      0.0121239              0        1831.68        8979.52
           W887       0.143501        1095.34      0.0310651              0        2304.32        11447.9
           W664       0.226179        1097.73              0              0        706.035        3461.22
           G816       0.383313        1091.09      0.0104149              0        1111.67        5522.78
           W663       0.183503        1097.73              0              0        261.263         1280.8
           W662       0.163827        1097.71              0              0        1711.24        8389.07
           W807       0.187844        1096.98      0.0158943              0        1138.24        5580.05
           W658        0.22883        1097.49      0.0174455              0        1185.13         5809.9
           W656       0.170574        1097.28      0.0200522              0        1173.33        5752.07
           W655       0.144959        1097.15      0.0153918              0        2523.02        12368.7
           W651       0.170429        1096.46      0.0103238              0        1896.28         9296.2
           W649        0.15861        1096.02      0.0295801              0        2683.44        13331.3
           G185          0.249         1092.5      -0.175249              0        2394.04        11893.6
           W642       0.141932        1096.48     0.00812305              0        1717.46        8419.56
           W641       0.137798        1096.67      0.0206104              0        3275.87        16059.4
           W638       0.195548        1097.17      0.0286603              0        1304.83        6396.73
           G101       0.209199        1093.47     -0.0853741              0         5050.1        25088.9
           W635       0.201012        1097.52      0.0156911              0        881.103        4319.46
           W629       0.185886        1097.77              0              0        1941.83         9519.5
           W624       0.198974        1097.52      0.0141838              0        2127.72        10430.8
           W622       0.186868        1097.31      0.0171514              0        2188.45        10728.5
            W49       0.208411        1095.75      0.0330422              0         1207.1         5996.9
           W615       0.173137        1096.05      0.0227147              0        611.666        3038.76
           W612       0.153522        1095.54      0.0345615              0        2147.62        10669.4
           W609       0.165655        1096.28      0.0212591              0        1886.95        9250.46
          W1014       0.155525        1095.61      0.0269468              0        1572.34         7811.4
           W608       0.179079        1096.49      0.0266359              0        2296.97        11260.5
           W605       0.187677        1097.04      0.0232662              0        1608.78        7886.77
           G898       0.354041         1087.8      -0.113622              0        1863.43        9257.51
           W634       0.225599         1097.6      0.0140052              0        1146.28        5619.46
           W604       0.213756        1097.18       0.027612              0        1170.35        5737.44
           W599       0.215935        1097.67              0              0        1625.01        7966.33
           W592       0.302749        1097.68              0              0        850.716         4170.5
           W589       0.234375        1097.44      0.0121048              0        1696.23        8315.49
           W956       0.130974        1095.23      0.0319262              0         1854.1         9211.2
           W588       0.191393        1097.33      0.0207688              0        1062.16        5207.08
           W586       0.155319        1097.05      0.0161539              0        1723.53        8449.34
           W580       0.171944        1095.82      0.0223924              0        1340.66        6660.43
           W576       0.186308        1096.05      0.0351499              0        1951.54        9695.28
            G67       0.258895        1091.45     0.00302027              0        3393.68        16859.8
           W573       0.214267        1096.69      0.0197051              0        1581.32        7752.17
           W572       0.177049        1096.87     0.00607015              0         1593.2        7810.41
           W571       0.146775        1097.03      0.0294633              0        2009.31        9850.31
           W688       0.186321        1096.95      0.0161297              0        1606.87        7877.41
           W569       0.155864        1097.32      0.0299943              0        1632.68        8003.93
           W862       0.140342        1096.96      0.0111319              0        1517.18        7437.71
           W566       0.250703        1097.61      0.0177297              0        657.224        3221.93
           W564       0.178958        1097.73              0              0        1403.73        6881.56
           W558       0.301471        1097.68              0              0        979.112        4799.94
           W555       0.179363        1097.44      0.0144309              0        1632.64        8003.77
           W554       0.217035        1097.32      0.0265264              0        1061.36        5203.16
           W551       0.195532        1096.88      0.0212468              0        1544.41        7571.23
           W547       0.179792        1096.07      0.0255013              0        1989.59        9884.32
           W546       0.169573        1095.82      0.0211415              0        1779.46        8840.38
           W545        0.18489        1095.56      0.0376666              0         1197.1        5947.18
           W544       0.146518        1095.52      0.0305917              0        1948.59        9680.63
           W674       0.146544        1096.82     0.00551213              0        1983.23        9722.46
